instance,seed,initial_solution_signature_vns,initial_solution_signature_ivns,initial_cost_vns,initial_cost_ivns,initial_solution_shared_p_vns,initial_solution_shared_p_ivns,initial_solution_source_vns,initial_solution_source_ivns,gap_percent_vns,gap_percent_ivns,elapsed_time_seconds_vns,elapsed_time_seconds_ivns,best_cost_vns,best_cost_ivns,same_initial_signature,same_initial_cost,shared_initial_solution,shared_initial_source,paired_valid,delta_gap_ivns_minus_vns,delta_time_ivns_minus_vns
A-n80-k10,20,"33,27,32,1,70,53,19,38,58,31|36,56,67,25,75,71,62,20,15,50|51,65,34,14,43,16,54,64,72,4,59,68,2,44,52,47|77,73,55,48,78,37,21,8,7|24,60,29,57,22,6|35,66,39,76,13,23,45|11,40,61,74,41,10,30|26,42,5,3,49,9|63,69,28,17,46,12|18,79","33,27,32,1,70,53,19,38,58,31|36,56,67,25,75,71,62,20,15,50|51,65,34,14,43,16,54,64,72,4,59,68,2,44,52,47|77,73,55,48,78,37,21,8,7|24,60,29,57,22,6|35,66,39,76,13,23,45|11,40,61,74,41,10,30|26,42,5,3,49,9|63,69,28,17,46,12|18,79",4832,4832,True,True,shared_by_seed,shared_by_seed,124.049911,139.705048,0.329048,0.47707,3950,4226,True,True,True,True,True,15.65513700000001,0.148022
A-n80-k10,21,"15,72,33,39,6,65,53,21,51,28|43,31,14,67,61,59,10,40,11,77,64|54,35,34,74,5,24,4,56,50,46,1|47,60,49,26,23,2,29,41,75|27,70,58,37,69,52,12,62,57|16,38,71,68,8,44,36,48,78,73|32,13,20,55,9,7|66,63,19,17,30,18|79,25,45,76,42|3,22","15,72,33,39,6,65,53,21,51,28|43,31,14,67,61,59,10,40,11,77,64|54,35,34,74,5,24,4,56,50,46,1|47,60,49,26,23,2,29,41,75|27,70,58,37,69,52,12,62,57|16,38,71,68,8,44,36,48,78,73|32,13,20,55,9,7|66,63,19,17,30,18|79,25,45,76,42|3,22",4971,4971,True,True,shared_by_seed,shared_by_seed,128.304031,131.026657,0.318047,0.394057,4025,4073,True,True,True,True,True,2.722625999999991,0.0760099999999999
A-n80-k10,22,"47,64,40,23,50,44,26,58,46,74,67|33,35,43,77,16,21,53,11,15,20,51,34,29,55|72,8,62,45,71,42,24,70|4,54,17,22,41,12,75,66|78,65,14,39,25,32,3,27,73,60|31,63,57,7,76,19|61,56,59,18,49,30|52,28,13,10,36,2,69,48|9,68,1,5,38|6,79,37","47,64,40,23,50,44,26,58,46,74,67|33,35,43,77,16,21,53,11,15,20,51,34,29,55|72,8,62,45,71,42,24,70|4,54,17,22,41,12,75,66|78,65,14,39,25,32,3,27,73,60|31,63,57,7,76,19|61,56,59,18,49,30|52,28,13,10,36,2,69,48|9,68,1,5,38|6,79,37",5317,5317,True,True,shared_by_seed,shared_by_seed,144.639816,147.078842,0.296043,0.42206,4313,4356,True,True,True,True,True,2.439026000000013,0.126017
A-n80-k10,23,"67,69,11,26,13,3,70,77,44,17|14,72,38,36,18,75,71,23|33,15,65,31,60,43,32,2,51,57,73,50|35,66,4,45,52,24,20,58,42|54,34,27,53,8,76,22,40,30,48|78,61,6,10,62,19,21|47,16,1,28,12,55,5,56|41,63,9,74,46,64|25,29,59,7,68,37|39,49,79","67,69,11,26,13,3,70,77,44,17|14,72,38,36,18,75,71,23|33,15,65,31,60,43,32,2,51,57,73,50|35,66,4,45,52,24,20,58,42|54,34,27,53,8,76,22,40,30,48|78,61,6,10,62,19,21|47,16,1,28,12,55,5,56|41,63,9,74,46,64|25,29,59,7,68,37|39,49,79",5057,5057,True,True,shared_by_seed,shared_by_seed,127.906975,147.078842,0.312045,0.42206,4018,4356,True,True,True,True,True,19.17186700000001,0.1100149999999999
A-n80-k10,24,"51,65,67,60,78,20,55,71,73,63|77,34,48,6,72,50,30,25,3,29|59,68,13,58,10,49,75,31,64,11|32,4,52,21,35,2,47,40,74,24,14|54,53,15,57,37,61,18|5,76,44,69,39,33,27,12,62|43,42,46,23,8,26,28,19|41,16,56,17,45,9,70|36,79,66,22,38|7,1","51,65,67,60,78,20,55,71,73,63|77,34,48,6,72,50,30,25,3,29|59,68,13,58,10,49,75,31,64,11|32,4,52,21,35,2,47,40,74,24,14|54,53,15,57,37,61,18|5,76,44,69,39,33,27,12,62|43,42,46,23,8,26,28,19|41,16,56,17,45,9,70|36,79,66,22,38|7,1",4613,4613,True,True,shared_by_seed,shared_by_seed,118.604645,114.237091,0.28704,0.328046,3854,3777,True,True,True,True,True,-4.367553999999998,0.0410059999999999
A-n80-k10,25,"31,33,65,5,58,20,56,44,49,8,78,6,35|77,72,47,40,9,66,32,29,18,54|24,34,46,57,70,3,10,61|68,26,75,16,17,62,19,15,21,50|45,23,12,38,30,13|14,43,53,64,39,51,36,69,27,25,60|1,76,63,4,73,74|52,2,55,28,67,11,48,71|7,22,37,41|59,79,42","31,33,65,5,58,20,56,44,49,8,78,6,35|77,72,47,40,9,66,32,29,18,54|24,34,46,57,70,3,10,61|68,26,75,16,17,62,19,15,21,50|45,23,12,38,30,13|14,43,53,64,39,51,36,69,27,25,60|1,76,63,4,73,74|52,2,55,28,67,11,48,71|7,22,37,41|59,79,42",4992,4992,True,True,shared_by_seed,shared_by_seed,133.806015,142.314224,0.267038,0.457063,4122,4272,True,True,True,True,True,8.508208999999994,0.190025
A-n80-k10,26,"33,31,77,15,49,36,29,18,17,19|51,7,14,24,39,68,75,60,13|78,32,72,9,74,12,47,54,71,41|27,65,70,37,35,30,44,76,16,26,50,3|46,8,6,43,64,34,4,45,69,10|62,73,2,5,53,40,58|38,28,23,66,48,59|52,25,61,56,67,22,63|42,21,11,1,79|55,57,20","33,31,77,15,49,36,29,18,17,19|51,7,14,24,39,68,75,60,13|78,32,72,9,74,12,47,54,71,41|27,65,70,37,35,30,44,76,16,26,50,3|46,8,6,43,64,34,4,45,69,10|62,73,2,5,53,40,58|38,28,23,66,48,59|52,25,61,56,67,22,63|42,21,11,1,79|55,57,20",4757,4757,True,True,shared_by_seed,shared_by_seed,123.312531,115.428246,0.276038,0.377051,3937,3798,True,True,True,True,True,-7.884285000000005,0.101013
A-n80-k10,27,"15,27,19,46,38,36,50,67,64,34,53|33,31,2,12,56,63,43,60,4,69|21,28,39,17,25,55|47,14,41,20,59,9,6|35,32,22,8,5,18,70,66|61,71,57,58,62,52,49|65,29,54,3,48,24,7,26,13,44|77,11,40,37,1,78,51,10,74|16,68,23,72,73,42,30,75,76|45,79","15,27,19,46,38,36,50,67,64,34,53|33,31,2,12,56,63,43,60,4,69|21,28,39,17,25,55|47,14,41,20,59,9,6|35,32,22,8,5,18,70,66|61,71,57,58,62,52,49|65,29,54,3,48,24,7,26,13,44|77,11,40,37,1,78,51,10,74|16,68,23,72,73,42,30,75,76|45,79",4972,4972,True,True,shared_by_seed,shared_by_seed,130.516174,142.654556,0.338046,0.44206,4064,4278,True,True,True,True,True,12.138382000000009,0.104014
A-n80-k10,28,"75,29,21,56,6,43,31,65,53,41,15,64|72,71,9,20,78,1,47,62,54|35,12,2,34,28,36,7|46,55,76,8,73,66,45,70,33|51,49,50,13,24,11,52,60,61|14,77,22,4,39,68,19,63|32,30,26,18,58,57,38|27,48,5,10,74,69,37,17,16|79,59,67,42,3|25,23,40,44","75,29,21,56,6,43,31,65,53,41,15,64|72,71,9,20,78,1,47,62,54|35,12,2,34,28,36,7|46,55,76,8,73,66,45,70,33|51,49,50,13,24,11,52,60,61|14,77,22,4,39,68,19,63|32,30,26,18,58,57,38|27,48,5,10,74,69,37,17,16|79,59,67,42,3|25,23,40,44",4923,4923,True,True,shared_by_seed,shared_by_seed,122.80204,129.154846,0.318042,0.395052,3928,4040,True,True,True,True,True,6.352805999999987,0.07701
A-n80-k10,29,"67,70,18,30,11,23,55,72,24,33|43,26,60,8,39,20,73,17,54|31,14,35,12,41,51,5,53,47,37,61|34,77,48,74,9,57,25,21|29,15,22,65,58,63,78,32,46,16|27,19,59,76,7,68,49|64,44,71,6,50,10,4,38,75|66,3,42,2,28|79,36,13,69,40,62,56|45,1,52","67,70,18,30,11,23,55,72,24,33|43,26,60,8,39,20,73,17,54|31,14,35,12,41,51,5,53,47,37,61|34,77,48,74,9,57,25,21|29,15,22,65,58,63,78,32,46,16|27,19,59,76,7,68,49|64,44,71,6,50,10,4,38,75|66,3,42,2,28|79,36,13,69,40,62,56|45,1,52",5235,5235,True,True,shared_by_seed,shared_by_seed,134.316498,138.684052,0.320043,0.329043,4131,4208,True,True,True,True,True,4.367554000000013,0.0089999999999999
A-n80-k10,30,"72,27,9,57,54,37,74,31,64,33,26,14|5,11,10,20,13,12,21,68|65,69,6,19,47,61,62,25|52,43,35,42,38,67,18,73|78,34,77,45,75,40,22,15,2|60,8,4,50,66,49,24,70,56,28|39,63,46,71,29,51,48,76|36,23,44,41,55,17,53|79,1,32,16,58,7|30,59,3","72,27,9,57,54,37,74,31,64,33,26,14|5,11,10,20,13,12,21,68|65,69,6,19,47,61,62,25|52,43,35,42,38,67,18,73|78,34,77,45,75,40,22,15,2|60,8,4,50,66,49,24,70,56,28|39,63,46,71,29,51,48,76|36,23,44,41,55,17,53|79,1,32,16,58,7|30,59,3",4821,4821,True,True,shared_by_seed,shared_by_seed,120.986954,141.690308,0.283037,0.525067,3896,4261,True,True,True,True,True,20.70335399999999,0.2420299999999999
